TimeStamp,VarDate,Temperature,RelativeHumidity,COtwo,SensibleHeat
14:55,7-29-2015,29.7,63.9,0,557.9
15:00,7-29-2015,28.9,63.9,0,593.1
15:05,7-29-2015,28.7,63.9,0,608.9
15:10,7-29-2015,28.5,63.9,0,623.3
15:15,7-29-2015,28.3,64.9,0,638.5
15:20,7-29-2015,28.3,64.5,0,654.1
15:25,7-29-2015,28.0,65.0,0,670.8
15:30,7-29-2015,27.9,65.0,0,686.1
15:35,7-29-2015,27.7,65.9,0,702.1
15:40,7-29-2015,27.6,65.0,0,718.0
15:45,7-29-2015,27.9,65.9,0,734.1
15:50,7-29-2015,27.3,64.9,0,375.0
15:55,7-29-2015,27.7,64.1,0,385.6
16:00,7-29-2015,27.0,63.9,0,395.9
16:05,7-29-2015,27.9,63.9,0,403.1
16:10,7-29-2015,27.8,63.5,0,411.6
16:15,7-29-2015,27.9,63.6,0,418.9
16:20,7-29-2015,28.0,63.6,0,425.9
16:25,7-29-2015,27.9,63.6,0,431.9
16:30,7-29-2015,27.8,63.6,0,438.9
16:35,7-29-2015,27.8,63.6,0,445.5
16:40,7-29-2015,27.7,63.6,0,451.7
16:45,7-29-2015,27.6,63.6,0,458.7
16:50,7-29-2015,27.5,64.5,0,232.9
16:55,7-29-2015,27.5,64.5,0,221.6
17:00,7-29-2015,27.9,64.5,0,214.7
17:05,7-29-2015,27.1,64.5,0,211.3
17:10,7-29-2015,26.7,64.5,0,210.9
17:15,7-29-2015,26.9,64.5,0,213.1
17:20,7-29-2015,26.3,64.5,0,215.7
17:25,7-29-2015,26.3,64.5,0,217.5
17:30,7-29-2015,26.7,64.5,0,218.8
17:35,7-29-2015,26.7,64.5,0,220.0
17:40,7-29-2015,26.7,64.5,0,222.9
17:45,7-29-2015,26.1,64.5,0,220.0
17:50,7-29-2015,26.1,63.0,0,210.9
17:55,7-29-2015,26.1,62.1,0,220.7
18:00,7-29-2015,26.0,62.5,0,0.0
18:05,7-29-2015,26.0,62.3,0,0.0
18:10,7-29-2015,25.7,62.9,0,0.0
18:15,7-29-2015,25.3,62.7,0,0.0
18:20,7-29-2015,25.0,62.8,0,0.0
18:25,7-29-2015,24.8,62.9,0,0.0
18:30,7-29-2015,24.7,62.7,0,0.0
18:35,7-29-2015,24.5,62.5,0,0.0
18:40,7-29-2015,24.9,62.9,0,0.0
18:45,7-29-2015,24.7,62.3,0,0.0
18:50,7-29-2015,24.1,62.8,0,0.0
18:55,7-29-2015,24.0,62.0,0,0.0
19:00,7-29-2015,23.8,62.8,0,0.0
19:05,7-29-2015,23.7,63.0,0,0.0
19:10,7-29-2015,23.5,63.0,0,0.0
19:15,7-29-2015,23.9,63.0,0,0.0
19:20,7-29-2015,23.9,63.0,0,0.0
19:25,7-29-2015,23.3,63.0,0,0.0
19:30,7-29-2015,23.7,63.0,0,0.0
19:35,7-29-2015,23.1,63.1,0,0.0
19:40,7-29-2015,23.0,63.9,0,0.0
19:45,7-29-2015,23.0,63.9,0,0.0
19:50,7-29-2015,22.9,63.5,0,0.0
19:55,7-29-2015,22.8,63.8,0,0.0
20:00,7-29-2015,22.7,63.8,0,0.0
20:05,7-29-2015,22.7,63.8,0,0.0
20:10,7-29-2015,22.1,63.0,0,0.0
20:15,7-29-2015,21.5,63.8,0,0.0
20:20,7-29-2015,21.9,64.1,0,0.0
20:25,7-29-2015,21.3,64.7,0,0.0
20:30,7-29-2015,21.1,64.3,0,0.0
20:35,7-29-2015,20.9,64.9,0,0.0
20:40,7-29-2015,20.8,64.5,0,0.0
20:45,7-29-2015,20.7,64.6,0,0.0
20:50,7-29-2015,20.7,64.8,0,0.0
20:55,7-29-2015,20.6,64.8,0,0.0
21:00,7-29-2015,20.5,64.8,0,0.0
21:05,7-29-2015,20.9,64.8,0,0.0
21:10,7-29-2015,20.3,64.8,0,0.0
21:15,7-29-2015,20.3,64.8,0,0.0
21:20,7-29-2015,20.3,64.8,0,0.0
21:25,7-29-2015,20.3,64.8,0,0.0
21:30,7-29-2015,20.3,65.1,0,0.0
21:35,7-29-2015,20.9,65.8,0,0.0
21:40,7-29-2015,20.9,65.7,0,0.0
21:45,7-29-2015,20.5,66.1,0,0.0
21:50,7-29-2015,20.5,65.1,0,0.0
21:55,7-29-2015,20.7,65.7,0,0.0
22:00,7-29-2015,20.5,65.3,0,0.0
22:05,7-29-2015,20.9,65.3,0,0.0
22:10,7-29-2015,20.3,65.9,0,0.0
22:15,7-29-2015,20.3,65.1,0,0.0
22:20,7-29-2015,20.3,65.9,0,0.0
22:25,7-29-2015,20.3,64.9,0,0.0
22:30,7-29-2015,20.3,65.1,0,0.0
22:35,7-29-2015,20.9,64.9,0,0.0
22:40,7-29-2015,20.9,64.8,0,0.0
22:45,7-29-2015,20.5,64.7,0,0.0
22:50,7-29-2015,20.5,64.6,0,0.0
22:55,7-29-2015,20.7,64.9,0,0.0
23:00,7-29-2015,20.5,64.7,0,0.0
23:05,7-29-2015,20.9,63.9,0,0.0
23:10,7-29-2015,20.3,64.1,0,0.0
23:15,7-29-2015,20.3,64.5,0,0.0
23:20,7-29-2015,20.3,65.0,0,0.0
23:25,7-29-2015,20.3,65.5,0,0.0
23:30,7-29-2015,20.3,64.9,0,0.0
23:35,7-29-2015,20.9,64.1,0,0.0
23:40,7-29-2015,20.9,64.9,0,0.0
23:45,7-29-2015,20.5,64.9,0,0.0
23:50,7-29-2015,20.5,64.3,0,0.0
23:55,7-29-2015,20.7,64.5,0,0.0
