1825,7,E2F4:493,Zone Windows Total Transmitted Solar Radiation Rate [W] !Daily [Value,Min,Hour,Minute,Max,Hour,Minute]
1828,7,E2F4:493,Zone Interior Windows Total Transmitted Beam Solar Radiation Rate [W] !Daily [Value,Min,Hour,Minute,Max,Hour,Minute]
1831,7,E2F4:493,Zone Interior Windows Total Transmitted Diffuse Solar Radiation Rate [W] !Daily [Value,Min,Hour,Minute,Max,Hour,Minute]
1834,7,E2F4:491,Zone Windows Total Transmitted Solar Radiation Rate [W] !Daily [Value,Min,Hour,Minute,Max,Hour,Minute]
1837,7,E2F4:491,Zone Interior Windows Total Transmitted Beam Solar Radiation Rate [W] !Daily [Value,Min,Hour,Minute,Max,Hour,Minute]
1840,7,E2F4:491,Zone Interior Windows Total Transmitted Diffuse Solar Radiation Rate [W] !Daily [Value,Min,Hour,Minute,Max,Hour,Minute]
1843,7,E2F4:489,Zone Windows Total Transmitted Solar Radiation Rate [W] !Daily [Value,Min,Hour,Minute,Max,Hour,Minute]
1846,7,E2F4:489,Zone Interior Windows Total Transmitted Beam Solar Radiation Rate [W] !Daily [Value,Min,Hour,Minute,Max,Hour,Minute]
1849,7,E2F4:489,Zone Interior Windows Total Transmitted Diffuse Solar Radiation Rate [W] !Daily [Value,Min,Hour,Minute,Max,Hour,Minute]
1852,7,E2F4:485,Zone Windows Total Transmitted Solar Radiation Rate [W] !Daily [Value,Min,Hour,Minute,Max,Hour,Minute]
1855,7,E2F4:485,Zone Interior Windows Total Transmitted Beam Solar Radiation Rate [W] !Daily [Value,Min,Hour,Minute,Max,Hour,Minute]
1858,7,E2F4:485,Zone Interior Windows Total Transmitted Diffuse Solar Radiation Rate [W] !Daily [Value,Min,Hour,Minute,Max,Hour,Minute]
1861,7,E2F4:483,Zone Windows Total Transmitted Solar Radiation Rate [W] !Daily [Value,Min,Hour,Minute,Max,Hour,Minute]
1864,7,E2F4:483,Zone Interior Windows Total Transmitted Beam Solar Radiation Rate [W] !Daily [Value,Min,Hour,Minute,Max,Hour,Minute]
1867,7,E2F4:483,Zone Interior Windows Total Transmitted Diffuse Solar Radiation Rate [W] !Daily [Value,Min,Hour,Minute,Max,Hour,Minute]
1870,7,E2F4:481,Zone Windows Total Transmitted Solar Radiation Rate [W] !Daily [Value,Min,Hour,Minute,Max,Hour,Minute]
1873,7,E2F4:481,Zone Interior Windows Total Transmitted Beam Solar Radiation Rate [W] !Daily [Value,Min,Hour,Minute,Max,Hour,Minute]
1876,7,E2F4:481,Zone Interior Windows Total Transmitted Diffuse Solar Radiation Rate [W] !Daily [Value,Min,Hour,Minute,Max,Hour,Minute]
1879,7,E2F4:479,Zone Windows Total Transmitted Solar Radiation Rate [W] !Daily [Value,Min,Hour,Minute,Max,Hour,Minute]
1882,7,E2F4:479,Zone Interior Windows Total Transmitted Beam Solar Radiation Rate [W] !Daily [Value,Min,Hour,Minute,Max,Hour,Minute]
1885,7,E2F4:479,Zone Interior Windows Total Transmitted Diffuse Solar Radiation Rate [W] !Daily [Value,Min,Hour,Minute,Max,Hour,Minute]
1888,7,E2F4:477,Zone Windows Total Transmitted Solar Radiation Rate [W] !Daily [Value,Min,Hour,Minute,Max,Hour,Minute]
1891,7,E2F4:477,Zone Interior Windows Total Transmitted Beam Solar Radiation Rate [W] !Daily [Value,Min,Hour,Minute,Max,Hour,Minute]
1894,7,E2F4:477,Zone Interior Windows Total Transmitted Diffuse Solar Radiation Rate [W] !Daily [Value,Min,Hour,Minute,Max,Hour,Minute]
1897,7,E2F4:F4%AHU3,Zone Windows Total Transmitted Solar Radiation Rate [W] !Daily [Value,Min,Hour,Minute,Max,Hour,Minute]
1900,7,E2F4:F4%AHU3,Zone Interior Windows Total Transmitted Beam Solar Radiation Rate [W] !Daily [Value,Min,Hour,Minute,Max,Hour,Minute]
1903,7,E2F4:F4%AHU3,Zone Interior Windows Total Transmitted Diffuse Solar Radiation Rate [W] !Daily [Value,Min,Hour,Minute,Max,Hour,Minute]
1906,7,E2F4:F4%AHU5,Zone Windows Total Transmitted Solar Radiation Rate [W] !Daily [Value,Min,Hour,Minute,Max,Hour,Minute]
1909,7,E2F4:F4%AHU5,Zone Interior Windows Total Transmitted Beam Solar Radiation Rate [W] !Daily [Value,Min,Hour,Minute,Max,Hour,Minute]
1912,7,E2F4:F4%AHU5,Zone Interior Windows Total Transmitted Diffuse Solar Radiation Rate [W] !Daily [Value,Min,Hour,Minute,Max,Hour,Minute]
1915,7,E2F3:F3%AHU6,Zone Windows Total Transmitted Solar Radiation Rate [W] !Daily [Value,Min,Hour,Minute,Max,Hour,Minute]
1918,7,E2F3:F3%AHU6,Zone Interior Windows Total Transmitted Beam Solar Radiation Rate [W] !Daily [Value,Min,Hour,Minute,Max,Hour,Minute]
1921,7,E2F3:F3%AHU6,Zone Interior Windows Total Transmitted Diffuse Solar Radiation Rate [W] !Daily [Value,Min,Hour,Minute,Max,Hour,Minute]
1924,7,E2F3:F3%AHU4,Zone Windows Total Transmitted Solar Radiation Rate [W] !Daily [Value,Min,Hour,Minute,Max,Hour,Minute]
1927,7,E2F3:F3%AHU4,Zone Interior Windows Total Transmitted Beam Solar Radiation Rate [W] !Daily [Value,Min,Hour,Minute,Max,Hour,Minute]
1930,7,E2F3:F3%AHU4,Zone Interior Windows Total Transmitted Diffuse Solar Radiation Rate [W] !Daily [Value,Min,Hour,Minute,Max,Hour,Minute]
1933,7,E2F3:F3%AHU5,Zone Windows Total Transmitted Solar Radiation Rate [W] !Daily [Value,Min,Hour,Minute,Max,Hour,Minute]
1936,7,E2F3:F3%AHU5,Zone Interior Windows Total Transmitted Beam Solar Radiation Rate [W] !Daily [Value,Min,Hour,Minute,Max,Hour,Minute]
1939,7,E2F3:F3%AHU5,Zone Interior Windows Total Transmitted Diffuse Solar Radiation Rate [W] !Daily [Value,Min,Hour,Minute,Max,Hour,Minute]
1942,7,E2F3:F3%AHU3,Zone Windows Total Transmitted Solar Radiation Rate [W] !Daily [Value,Min,Hour,Minute,Max,Hour,Minute]
1945,7,E2F3:F3%AHU3,Zone Interior Windows Total Transmitted Beam Solar Radiation Rate [W] !Daily [Value,Min,Hour,Minute,Max,Hour,Minute]
1948,7,E2F3:F3%AHU3,Zone Interior Windows Total Transmitted Diffuse Solar Radiation Rate [W] !Daily [Value,Min,Hour,Minute,Max,Hour,Minute]
1951,7,E2F2:F2%AHU6,Zone Windows Total Transmitted Solar Radiation Rate [W] !Daily [Value,Min,Hour,Minute,Max,Hour,Minute]
1954,7,E2F2:F2%AHU6,Zone Interior Windows Total Transmitted Beam Solar Radiation Rate [W] !Daily [Value,Min,Hour,Minute,Max,Hour,Minute]
1957,7,E2F2:F2%AHU6,Zone Interior Windows Total Transmitted Diffuse Solar Radiation Rate [W] !Daily [Value,Min,Hour,Minute,Max,Hour,Minute]
1960,7,E2F2:F2%AHU4,Zone Windows Total Transmitted Solar Radiation Rate [W] !Daily [Value,Min,Hour,Minute,Max,Hour,Minute]
1963,7,E2F2:F2%AHU4,Zone Interior Windows Total Transmitted Beam Solar Radiation Rate [W] !Daily [Value,Min,Hour,Minute,Max,Hour,Minute]
1966,7,E2F2:F2%AHU4,Zone Interior Windows Total Transmitted Diffuse Solar Radiation Rate [W] !Daily [Value,Min,Hour,Minute,Max,Hour,Minute]
1969,7,E2F2:F2%AHU5,Zone Windows Total Transmitted Solar Radiation Rate [W] !Daily [Value,Min,Hour,Minute,Max,Hour,Minute]
1972,7,E2F2:F2%AHU5,Zone Interior Windows Total Transmitted Beam Solar Radiation Rate [W] !Daily [Value,Min,Hour,Minute,Max,Hour,Minute]
1975,7,E2F2:F2%AHU5,Zone Interior Windows Total Transmitted Diffuse Solar Radiation Rate [W] !Daily [Value,Min,Hour,Minute,Max,Hour,Minute]
1978,7,E2F2:F2%AHU3,Zone Windows Total Transmitted Solar Radiation Rate [W] !Daily [Value,Min,Hour,Minute,Max,Hour,Minute]
1981,7,E2F2:F2%AHU3,Zone Interior Windows Total Transmitted Beam Solar Radiation Rate [W] !Daily [Value,Min,Hour,Minute,Max,Hour,Minute]
1984,7,E2F2:F2%AHU3,Zone Interior Windows Total Transmitted Diffuse Solar Radiation Rate [W] !Daily [Value,Min,Hour,Minute,Max,Hour,Minute]
1987,7,E2F5:F5%AHU6,Zone Windows Total Transmitted Solar Radiation Rate [W] !Daily [Value,Min,Hour,Minute,Max,Hour,Minute]
1990,7,E2F5:F5%AHU6,Zone Interior Windows Total Transmitted Beam Solar Radiation Rate [W] !Daily [Value,Min,Hour,Minute,Max,Hour,Minute]
1993,7,E2F5:F5%AHU6,Zone Interior Windows Total Transmitted Diffuse Solar Radiation Rate [W] !Daily [Value,Min,Hour,Minute,Max,Hour,Minute]
1996,7,E2F5:F5%AHU4,Zone Windows Total Transmitted Solar Radiation Rate [W] !Daily [Value,Min,Hour,Minute,Max,Hour,Minute]
1999,7,E2F5:F5%AHU4,Zone Interior Windows Total Transmitted Beam Solar Radiation Rate [W] !Daily [Value,Min,Hour,Minute,Max,Hour,Minute]
2002,7,E2F5:F5%AHU4,Zone Interior Windows Total Transmitted Diffuse Solar Radiation Rate [W] !Daily [Value,Min,Hour,Minute,Max,Hour,Minute]
2005,7,E2F5:F5%AHU5,Zone Windows Total Transmitted Solar Radiation Rate [W] !Daily [Value,Min,Hour,Minute,Max,Hour,Minute]
2008,7,E2F5:F5%AHU5,Zone Interior Windows Total Transmitted Beam Solar Radiation Rate [W] !Daily [Value,Min,Hour,Minute,Max,Hour,Minute]
2011,7,E2F5:F5%AHU5,Zone Interior Windows Total Transmitted Diffuse Solar Radiation Rate [W] !Daily [Value,Min,Hour,Minute,Max,Hour,Minute]
2014,7,E2F5:F5%AHU3,Zone Windows Total Transmitted Solar Radiation Rate [W] !Daily [Value,Min,Hour,Minute,Max,Hour,Minute]
2017,7,E2F5:F5%AHU3,Zone Interior Windows Total Transmitted Beam Solar Radiation Rate [W] !Daily [Value,Min,Hour,Minute,Max,Hour,Minute]
2020,7,E2F5:F5%AHU3,Zone Interior Windows Total Transmitted Diffuse Solar Radiation Rate [W] !Daily [Value,Min,Hour,Minute,Max,Hour,Minute]
2023,7,E2F1:F1%AHU5,Zone Windows Total Transmitted Solar Radiation Rate [W] !Daily [Value,Min,Hour,Minute,Max,Hour,Minute]
2026,7,E2F1:F1%AHU5,Zone Interior Windows Total Transmitted Beam Solar Radiation Rate [W] !Daily [Value,Min,Hour,Minute,Max,Hour,Minute]
2029,7,E2F1:F1%AHU5,Zone Interior Windows Total Transmitted Diffuse Solar Radiation Rate [W] !Daily [Value,Min,Hour,Minute,Max,Hour,Minute]
2032,7,E2F1:F1%AHU4,Zone Windows Total Transmitted Solar Radiation Rate [W] !Daily [Value,Min,Hour,Minute,Max,Hour,Minute]
2035,7,E2F1:F1%AHU4,Zone Interior Windows Total Transmitted Beam Solar Radiation Rate [W] !Daily [Value,Min,Hour,Minute,Max,Hour,Minute]
2038,7,E2F1:F1%AHU4,Zone Interior Windows Total Transmitted Diffuse Solar Radiation Rate [W] !Daily [Value,Min,Hour,Minute,Max,Hour,Minute]
2041,7,E2F1:F1%AHU3,Zone Windows Total Transmitted Solar Radiation Rate [W] !Daily [Value,Min,Hour,Minute,Max,Hour,Minute]
2044,7,E2F1:F1%AHU3,Zone Interior Windows Total Transmitted Beam Solar Radiation Rate [W] !Daily [Value,Min,Hour,Minute,Max,Hour,Minute]
2047,7,E2F1:F1%AHU3,Zone Interior Windows Total Transmitted Diffuse Solar Radiation Rate [W] !Daily [Value,Min,Hour,Minute,Max,Hour,Minute]
2050,7,E2F1:F%%AHU6,Zone Windows Total Transmitted Solar Radiation Rate [W] !Daily [Value,Min,Hour,Minute,Max,Hour,Minute]
2053,7,E2F1:F%%AHU6,Zone Interior Windows Total Transmitted Beam Solar Radiation Rate [W] !Daily [Value,Min,Hour,Minute,Max,Hour,Minute]
2056,7,E2F1:F%%AHU6,Zone Interior Windows Total Transmitted Diffuse Solar Radiation Rate [W] !Daily [Value,Min,Hour,Minute,Max,Hour,Minute]
2059,7,E2F4:F4%AHU6,Zone Mean Radiant Temperature [C] !Daily [Value,Min,Hour,Minute,Max,Hour,Minute],ON
2062,7,E2F4:475,Zone Mean Radiant Temperature [C] !Daily [Value,Min,Hour,Minute,Max,Hour,Minute],ON
2065,7,E2F4:F4%AHU4,Zone Mean Radiant Temperature [C] !Daily [Value,Min,Hour,Minute,Max,Hour,Minute],ON
2068,7,E2F4:499,Zone Mean Radiant Temperature [C] !Daily [Value,Min,Hour,Minute,Max,Hour,Minute],ON
2071,7,E2F4:495,Zone Mean Radiant Temperature [C] !Daily [Value,Min,Hour,Minute,Max,Hour,Minute],ON
2074,7,E2F4:493,Zone Mean Radiant Temperature [C] !Daily [Value,Min,Hour,Minute,Max,Hour,Minute],ON
2077,7,E2F4:491,Zone Mean Radiant Temperature [C] !Daily [Value,Min,Hour,Minute,Max,Hour,Minute],ON
2080,7,E2F4:489,Zone Mean Radiant Temperature [C] !Daily [Value,Min,Hour,Minute,Max,Hour,Minute],ON
2083,7,E2F4:485,Zone Mean Radiant Temperature [C] !Daily [Value,Min,Hour,Minute,Max,Hour,Minute],ON
2086,7,E2F4:483,Zone Mean Radiant Temperature [C] !Daily [Value,Min,Hour,Minute,Max,Hour,Minute],ON
2089,7,E2F4:481,Zone Mean Radiant Temperature [C] !Daily [Value,Min,Hour,Minute,Max,Hour,Minute],ON
2092,7,E2F4:479,Zone Mean Radiant Temperature [C] !Daily [Value,Min,Hour,Minute,Max,Hour,Minute],ON
2095,7,E2F4:477,Zone Mean Radiant Temperature [C] !Daily [Value,Min,Hour,Minute,Max,Hour,Minute],ON
2098,7,E2F4:F4%AHU3,Zone Mean Radiant Temperature [C] !Daily [Value,Min,Hour,Minute,Max,Hour,Minute],ON
2101,7,E2F4:F4%AHU5,Zone Mean Radiant Temperature [C] !Daily [Value,Min,Hour,Minute,Max,Hour,Minute],ON
2104,7,E2F3:F3%AHU6,Zone Mean Radiant Temperature [C] !Daily [Value,Min,Hour,Minute,Max,Hour,Minute],ON
2107,7,E2F3:F3%AHU4,Zone Mean Radiant Temperature [C] !Daily [Value,Min,Hour,Minute,Max,Hour,Minute],ON
2110,7,E2F3:F3%AHU5,Zone Mean Radiant Temperature [C] !Daily [Value,Min,Hour,Minute,Max,Hour,Minute],ON
2113,7,E2F3:F3%AHU3,Zone Mean Radiant Temperature [C] !Daily [Value,Min,Hour,Minute,Max,Hour,Minute],ON
2116,7,E2F2:F2%AHU6,Zone Mean Radiant Temperature [C] !Daily [Value,Min,Hour,Minute,Max,Hour,Minute],ON
2119,7,E2F2:F2%AHU4,Zone Mean Radiant Temperature [C] !Daily [Value,Min,Hour,Minute,Max,Hour,Minute],ON
2122,7,E2F2:F2%AHU5,Zone Mean Radiant Temperature [C] !Daily [Value,Min,Hour,Minute,Max,Hour,Minute],ON
2125,7,E2F2:F2%AHU3,Zone Mean Radiant Temperature [C] !Daily [Value,Min,Hour,Minute,Max,Hour,Minute],ON
2128,7,E2F5:F5%AHU6,Zone Mean Radiant Temperature [C] !Daily [Value,Min,Hour,Minute,Max,Hour,Minute],ON
2131,7,E2F5:F5%AHU4,Zone Mean Radiant Temperature [C] !Daily [Value,Min,Hour,Minute,Max,Hour,Minute],ON
2134,7,E2F5:F5%AHU5,Zone Mean Radiant Temperature [C] !Daily [Value,Min,Hour,Minute,Max,Hour,Minute],ON
2137,7,E2F5:F5%AHU3,Zone Mean Radiant Temperature [C] !Daily [Value,Min,Hour,Minute,Max,Hour,Minute],ON
2140,7,E2F1:F1%AHU5,Zone Mean Radiant Temperature [C] !Daily [Value,Min,Hour,Minute,Max,Hour,Minute],ON
2143,7,E2F1:F1%AHU4,Zone Mean Radiant Temperature [C] !Daily [Value,Min,Hour,Minute,Max,Hour,Minute],ON
2146,7,E2F1:F1%AHU3,Zone Mean Radiant Temperature [C] !Daily [Value,Min,Hour,Minute,Max,Hour,Minute],ON
2149,7,E2F1:F%%AHU6,Zone Mean Radiant Temperature [C] !Daily [Value,Min,Hour,Minute,Max,Hour,Minute],ON
2152,7,E2F4:F4%AHU6,Zone Mean Air Temperature [C] !Daily [Value,Min,Hour,Minute,Max,Hour,Minute],ON
2155,7,E2F4:F4%AHU6,Zone Operative Temperature [C] !Daily [Value,Min,Hour,Minute,Max,Hour,Minute],ON
2158,7,E2F4:475,Zone Mean Air Temperature [C] !Daily [Value,Min,Hour,Minute,Max,Hour,Minute],ON
2161,7,E2F4:475,Zone Operative Temperature [C] !Daily [Value,Min,Hour,Minute,Max,Hour,Minute],ON
2164,7,E2F4:F4%AHU4,Zone Mean Air Temperature [C] !Daily [Value,Min,Hour,Minute,Max,Hour,Minute],ON
2167,7,E2F4:F4%AHU4,Zone Operative Temperature [C] !Daily [Value,Min,Hour,Minute,Max,Hour,Minute],ON
2170,7,E2F4:499,Zone Mean Air Temperature [C] !Daily [Value,Min,Hour,Minute,Max,Hour,Minute],ON
2173,7,E2F4:499,Zone Operative Temperature [C] !Daily [Value,Min,Hour,Minute,Max,Hour,Minute],ON
2176,7,E2F4:495,Zone Mean Air Temperature [C] !Daily [Value,Min,Hour,Minute,Max,Hour,Minute],ON
2179,7,E2F4:495,Zone Operative Temperature [C] !Daily [Value,Min,Hour,Minute,Max,Hour,Minute],ON
2182,7,E2F4:493,Zone Mean Air Temperature [C] !Daily [Value,Min,Hour,Minute,Max,Hour,Minute],ON
2185,7,E2F4:493,Zone Operative Temperature [C] !Daily [Value,Min,Hour,Minute,Max,Hour,Minute],ON
2188,7,E2F4:491,Zone Mean Air Temperature [C] !Daily [Value,Min,Hour,Minute,Max,Hour,Minute],ON
2191,7,E2F4:491,Zone Operative Temperature [C] !Daily [Value,Min,Hour,Minute,Max,Hour,Minute],ON
2194,7,E2F4:489,Zone Mean Air Temperature [C] !Daily [Value,Min,Hour,Minute,Max,Hour,Minute],ON
2197,7,E2F4:489,Zone Operative Temperature [C] !Daily [Value,Min,Hour,Minute,Max,Hour,Minute],ON
2200,7,E2F4:485,Zone Mean Air Temperature [C] !Daily [Value,Min,Hour,Minute,Max,Hour,Minute],ON
2203,7,E2F4:485,Zone Operative Temperature [C] !Daily [Value,Min,Hour,Minute,Max,Hour,Minute],ON
2206,7,E2F4:483,Zone Mean Air Temperature [C] !Daily [Value,Min,Hour,Minute,Max,Hour,Minute],ON
2209,7,E2F4:483,Zone Operative Temperature [C] !Daily [Value,Min,Hour,Minute,Max,Hour,Minute],ON
2212,7,E2F4:481,Zone Mean Air Temperature [C] !Daily [Value,Min,Hour,Minute,Max,Hour,Minute],ON
2215,7,E2F4:481,Zone Operative Temperature [C] !Daily [Value,Min,Hour,Minute,Max,Hour,Minute],ON
2218,7,E2F4:479,Zone Mean Air Temperature [C] !Daily [Value,Min,Hour,Minute,Max,Hour,Minute],ON
2221,7,E2F4:479,Zone Operative Temperature [C] !Daily [Value,Min,Hour,Minute,Max,Hour,Minute],ON
2224,7,E2F4:477,Zone Mean Air Temperature [C] !Daily [Value,Min,Hour,Minute,Max,Hour,Minute],ON
2227,7,E2F4:477,Zone Operative Temperature [C] !Daily [Value,Min,Hour,Minute,Max,Hour,Minute],ON
2230,7,E2F4:F4%AHU3,Zone Mean Air Temperature [C] !Daily [Value,Min,Hour,Minute,Max,Hour,Minute],ON
2233,7,E2F4:F4%AHU3,Zone Operative Temperature [C] !Daily [Value,Min,Hour,Minute,Max,Hour,Minute],ON
2236,7,E2F4:F4%AHU5,Zone Mean Air Temperature [C] !Daily [Value,Min,Hour,Minute,Max,Hour,Minute],ON
2239,7,E2F4:F4%AHU5,Zone Operative Temperature [C] !Daily [Value,Min,Hour,Minute,Max,Hour,Minute],ON
2242,7,E2F3:F3%AHU6,Zone Mean Air Temperature [C] !Daily [Value,Min,Hour,Minute,Max,Hour,Minute],ON
2245,7,E2F3:F3%AHU6,Zone Operative Temperature [C] !Daily [Value,Min,Hour,Minute,Max,Hour,Minute],ON
2248,7,E2F3:F3%AHU4,Zone Mean Air Temperature [C] !Daily [Value,Min,Hour,Minute,Max,Hour,Minute],ON
2251,7,E2F3:F3%AHU4,Zone Operative Temperature [C] !Daily [Value,Min,Hour,Minute,Max,Hour,Minute],ON
2254,7,E2F3:F3%AHU5,Zone Mean Air Temperature [C] !Daily [Value,Min,Hour,Minute,Max,Hour,Minute],ON
2257,7,E2F3:F3%AHU5,Zone Operative Temperature [C] !Daily [Value,Min,Hour,Minute,Max,Hour,Minute],ON
2260,7,E2F3:F3%AHU3,Zone Mean Air Temperature [C] !Daily [Value,Min,Hour,Minute,Max,Hour,Minute],ON
